"record_id","jurisdiction","jurisdiction_level","instrument_id","instrument_title","instrument_type","legal_status","official_source_url","source_provision","source_requirement","normalized_requirement","supporting_duties","architectural_applicability","applicability_explanation","architectural_duty_types","orynth_evidence_ids","orynth_evidence_mechanisms","public_status","public_status_code","status_meaning","status_explanation","residual_gap","confidence","legal_compliance_determination","external_legal_authority_preserved","methodology_version","release_version","release_state"
"EO14409-REQ-011","","","FED-EO-14409","Executive Order 14409","","","","","Determine whether relevant Federal grant funding is available for advanced AI vulnerability detection","Determine whether relevant Federal grant funding is available for advanced AI vulnerability detection","actor=Director of OMB;actor_class=FEDERAL_OFFICIAL;private_company_effect=POTENTIAL_FUNDING_OPPORTUNITY;collaboration_status=NOT_APPLICABLE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","GOV-003","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-012","","","FED-EO-14409","Executive Order 14409","","","","","Expand United States Tech Force Information Cybersecurity Specialist hiring and placement pathways","Expand United States Tech Force Information Cybersecurity Specialist hiring and placement pathways","actor=Director of OPM;actor_class=FEDERAL_OFFICIAL;private_company_effect=NONE_DIRECT;collaboration_status=NOT_APPLICABLE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","GOV-002","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-013","","","FED-EO-14409","Executive Order 14409","","","","","Develop and maintain a classified process for benchmarking advanced cyber capabilities of AI models","Develop and maintain a classified process for benchmarking advanced cyber capabilities of AI models","actor=Designated Federal officials;actor_class=FEDERAL_MULTI_AGENCY;private_company_effect=POTENTIAL_EVALUATION_EFFECT;collaboration_status=INFORMATION_SHARING_AS_APPROPRIATE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","EVD-005;SEC-001;TST-001","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-014","","","FED-EO-14409","Executive Order 14409","","","","","Determine the threshold for designating an AI model as a covered frontier model","Determine the threshold for designating an AI model as a covered frontier model","actor=Designated Federal officials;actor_class=FEDERAL_MULTI_AGENCY;private_company_effect=POTENTIAL_CLASSIFICATION_EFFECT;collaboration_status=INFORMATION_SHARING_AS_APPROPRIATE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","CLS-002;SCP-002","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-015","","","FED-EO-14409","Executive Order 14409","","","","","Make covered-frontier-model determinations in consultation with designated officials","Make covered-frontier-model determinations in consultation with designated officials","actor=Director of NSA;actor_class=FEDERAL_OFFICIAL;private_company_effect=POTENTIAL_CLASSIFICATION_EFFECT;collaboration_status=NOT_APPLICABLE","PARTIALLY_ARCHITECTURAL","ORYNTH provides specification primacy, evidence classification, ternary determination, authorization separation, and governed-stage mechanisms that can support a frontier-model determination process. Statutory designation authority and consultation with named federal officials remain external.","AUTH-001;CLS-001","AAS-EVD-008;AAS-EVD-012;AAS-EVD-019;RA-EVD-001;RA-EVD-003","AUTHORIZATION_EXECUTION_SEPARATION;EVIDENCE_CLASSIFICATION;GOVERNED_STAGE_SEPARATION;SPECIFICATION_PRIMACY;TERNARY_DETERMINATION","Partially Addressed","PARTIALLY_ADDRESSED","Public ORYNTH evidence addresses material parts of the architectural requirement, but additional functionality or evidence remains necessary.","ORYNTH provides specification primacy, evidence classification, ternary determination, authorization separation, and governed-stage mechanisms that can support a frontier-model determination process. Statutory designation authority and consultation with named federal officials remain external.","Domain-specific designation criteria, statutory authority, designated-official consultation, and government adoption remain required.","LOW","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-016","","","FED-EO-14409","Executive Order 14409","","","","","Design a voluntary framework with AI developers","Design a voluntary framework with AI developers","actor=Designated Federal officials;actor_class=FEDERAL_MULTI_AGENCY;private_company_effect=VOLUNTARY_PARTICIPATION;collaboration_status=VOLUNTARY","NON_ARCHITECTURAL","Designing a voluntary federal framework with private developers is a policy, stakeholder-engagement, and governmental program-design responsibility rather than a function performed by the ORYNTH architecture.","GOV-001;VOL-004","","","Not Applicable","NOT_APPLICABLE","The requirement concerns legal, governmental, administrative, financial, judicial, or other external authority outside ORYNTH architectural scope.","Designing a voluntary federal framework with private developers is a policy, stakeholder-engagement, and governmental program-design responsibility rather than a function performed by the ORYNTH architecture.","Framework authorship, stakeholder consultation, governmental adoption, and voluntary participation remain responsibilities of external actors.","LOW","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-017","","","FED-EO-14409","Executive Order 14409","","","","","Engage the Federal Government to determine whether models under development meet the covered-frontier-model designation","Engage the Federal Government to determine whether models under development meet the covered-frontier-model designation","actor=AI developers;actor_class=PRIVATE_ACTOR;private_company_effect=VOLUNTARY;collaboration_status=VOLUNTARY","PARTIALLY_ARCHITECTURAL","ORYNTH evidence-classification and determination mechanisms can structure information used during a model-designation inquiry. They do not perform developer engagement with the Federal Government or create the legal designation.","CLS-001;VOL-001","AAS-EVD-008;AAS-EVD-012;RA-EVD-001","AUTHORIZATION_EXECUTION_SEPARATION;EVIDENCE_CLASSIFICATION;TERNARY_DETERMINATION","Related","RELATED","Public ORYNTH evidence addresses a closely related architectural concept but does not directly perform the central duty.","ORYNTH evidence-classification and determination mechanisms can structure information used during a model-designation inquiry. They do not perform developer engagement with the Federal Government or create the legal designation.","Government engagement, submission procedures, statutory criteria, official consultation, and designation authority remain external.","LOW","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-018","","","FED-EO-14409","Executive Order 14409","","","","","Provide the Federal Government access to covered frontier models for up to 30 days before release to other trusted partners","Provide the Federal Government access to covered frontier models for up to 30 days before release to other trusted partners","actor=Participating AI developers;actor_class=PRIVATE_ACTOR;private_company_effect=VOLUNTARY;collaboration_status=VOLUNTARY","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","EVD-004;SEC-002;VOL-003","AAS-EVD-004;AAS-EVD-017;RA-EVD-017","AUDIT_NONINTERFERENCE;MULTI_SOURCE_VALIDATION_EVIDENCE;ONE_WAY_INDEPENDENCE_BOUNDARY","Partially Addressed","PARTIALLY_ADDRESSED","Public ORYNTH evidence addresses material parts of the architectural requirement, but additional functionality or evidence remains necessary.","The provisional verdict survived all eight attacks.","Architectural independence is not complete institutional independence.;Not a complete procedural ethics standard.;Presence does not automatically establish admissibility.","MEDIUM","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-019","","","FED-EO-14409","Executive Order 14409","","","","","Apply appropriate confidentiality, cybersecurity, insider-risk, intellectual-property, use, and nondisclosure protections","Apply appropriate confidentiality, cybersecurity, insider-risk, intellectual-property, use, and nondisclosure protections","actor=Federal Government;actor_class=FEDERAL_MULTI_AGENCY;private_company_effect=PROTECTION_FOR_PARTICIPANTS;collaboration_status=TRIGGERED_BY_VOLUNTARY_PARTICIPATION","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","EVD-005;SEC-001;SEC-003;SEC-004","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-020","","","FED-EO-14409","Executive Order 14409","","","","","Collaborate to select trusted partners for early access to covered frontier models","Collaborate to select trusted partners for early access to covered frontier models","actor=Participating AI developers and Federal Government;actor_class=PUBLIC_PRIVATE_COLLABORATION;private_company_effect=VOLUNTARY;collaboration_status=VOLUNTARY","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","SEC-002;VOL-004","AAS-EVD-004;AAS-EVD-017","AUDIT_NONINTERFERENCE;ONE_WAY_INDEPENDENCE_BOUNDARY","Related","RELATED","Public ORYNTH evidence addresses a closely related architectural concept but does not directly perform the central duty.","The provisional verdict survived all eight attacks.","Architectural independence is not complete institutional independence.;Not a complete procedural ethics standard.","MEDIUM","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-021","","","FED-EO-14409","Executive Order 14409","","","","","Do not construe section 3 as authorizing mandatory model licensing, preclearance, or permitting","Do not construe section 3 as authorizing mandatory model licensing, preclearance, or permitting","actor=Federal Government;actor_class=FEDERAL_AUTHORITY_BOUNDARY;private_company_effect=PROTECTIVE_LIMITATION;collaboration_status=NOT_APPLICABLE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","AUTH-002;SCP-001","AAS-EVD-005;AAS-EVD-013;AAS-EVD-016;AAS-EVD-017;AAS-EVD-018;AAS-EVD-019;RA-EVD-009;RA-EVD-010;RA-EVD-014;RA-EVD-019;RA-EVD-020","ASSURANCE_LAYER_BOUNDARY;AUDIT_SCOPE_EXCLUSIONS;DOMAIN_RESPONSIBILITY_BOUNDARY;IMPLEMENTATION_VALIDATION_BOUNDARY;INFERENCE_BOUNDARY;INTEGRATION_BOUNDARY;ONE_WAY_INDEPENDENCE_BOUNDARY;ORGANIZATIONAL_AUTHORITY_BOUNDARY;SCOPE_FIXATION;SPECIFICATION_PRIMACY;TEMPORAL_CONFORMANCE_BOUNDARY","Partially Addressed","PARTIALLY_ADDRESSED","Public ORYNTH evidence addresses material parts of the architectural requirement, but additional functionality or evidence remains necessary.","One or more adversarial controls failed; consolidation must resolve or preserve the recommendation.","Adopting organization retains operational responsibility.;Cannot substitute for domain law.;Does not guarantee future conformance.;Does not replace policy, authority, or infrastructure.;Does not supply legal authority.;Independent deployments require separate validation.;Limits audit claims rather than runtime.;Not a complete procedural ethics standard.;Prohibits legal-certification interpretation.;Tool use alone does not prove valid audit.;Unscoped properties remain unevaluated.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-022","","","FED-EO-14409","Executive Order 14409","","","","","Prioritize enforcement of applicable Federal criminal laws against criminal AI-enabled computer access or damage","Prioritize enforcement of applicable Federal criminal laws against criminal AI-enabled computer access or damage","actor=Attorney General;actor_class=FEDERAL_OFFICIAL;private_company_effect=CRIMINAL_LAW_EXPOSURE_FOR_UNLAWFUL_ACTORS;collaboration_status=NOT_APPLICABLE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","ENF-005","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","The provisional verdict survived all eight attacks.","No qualifying public ORYNTH architectural mechanism was identified.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-023","","","FED-EO-14409","Executive Order 14409","","","","","Preserve existing agency authority and OMB functions","Preserve existing agency authority and OMB functions","actor=Executive branch;actor_class=FEDERAL_AUTHORITY_BOUNDARY;private_company_effect=NONE_DIRECT;collaboration_status=NOT_APPLICABLE","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","AUTH-003","RA-EVD-010","ORGANIZATIONAL_AUTHORITY_BOUNDARY","Partially Addressed","PARTIALLY_ADDRESSED","Public ORYNTH evidence addresses material parts of the architectural requirement, but additional functionality or evidence remains necessary.","One or more adversarial controls failed; consolidation must resolve or preserve the recommendation.","Does not supply legal authority.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-024","","","FED-EO-14409","Executive Order 14409","","","","","Implement the order consistently with applicable law and available appropriations","Implement the order consistently with applicable law and available appropriations","actor=Executive branch;actor_class=FEDERAL_IMPLEMENTATION_BOUNDARY;private_company_effect=NONE_DIRECT;collaboration_status=NOT_APPLICABLE","NON_ARCHITECTURAL","Deterministic applicability state: NON_ARCHITECTURAL.","AUTH-002;SCP-001","AAS-EVD-005;AAS-EVD-013;AAS-EVD-016;AAS-EVD-017;AAS-EVD-018;AAS-EVD-019;RA-EVD-009;RA-EVD-010;RA-EVD-014;RA-EVD-019;RA-EVD-020","ASSURANCE_LAYER_BOUNDARY;AUDIT_SCOPE_EXCLUSIONS;DOMAIN_RESPONSIBILITY_BOUNDARY;IMPLEMENTATION_VALIDATION_BOUNDARY;INFERENCE_BOUNDARY;INTEGRATION_BOUNDARY;ONE_WAY_INDEPENDENCE_BOUNDARY;ORGANIZATIONAL_AUTHORITY_BOUNDARY;SCOPE_FIXATION;SPECIFICATION_PRIMACY;TEMPORAL_CONFORMANCE_BOUNDARY","Not Applicable","NOT_APPLICABLE","The requirement concerns legal, governmental, administrative, financial, judicial, or other external authority outside ORYNTH architectural scope.","The provisional verdict survived all eight attacks.","Adopting organization retains operational responsibility.;Cannot substitute for domain law.;Does not guarantee future conformance.;Does not replace policy, authority, or infrastructure.;Does not supply legal authority.;Independent deployments require separate validation.;Limits audit claims rather than runtime.;Not a complete procedural ethics standard.;Prohibits legal-certification interpretation.;Tool use alone does not prove valid audit.;Unscoped properties remain unevaluated.","HIGH","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"EO14409-REQ-025","","","FED-EO-14409","Executive Order 14409","","","","","Recognize that the order creates no privately enforceable substantive or procedural right or benefit","Recognize that the order creates no privately enforceable substantive or procedural right or benefit","actor=All parties;actor_class=LEGAL_EFFECT_BOUNDARY;private_company_effect=NO_PRIVATE_ENFORCEMENT_RIGHT;collaboration_status=NOT_APPLICABLE","NON_ARCHITECTURAL","Whether an executive order creates a privately enforceable right or benefit is a legal-effect boundary determined by law and courts, not an architectural function.","SCP-004","","","Not Applicable","NOT_APPLICABLE","The requirement concerns legal, governmental, administrative, financial, judicial, or other external authority outside ORYNTH architectural scope.","Whether an executive order creates a privately enforceable right or benefit is a legal-effect boundary determined by law and courts, not an architectural function.","Interpretation and enforcement of private rights remain within external legal authority.","LOW","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"MN-HF1606-REQ-001","","","MN-HF-1606","Minnesota HF 1606 / Chapter 72","","","","","Must not allow a user to access, download, or use the service to nudify an image or video.","Must not allow a user to access, download, or use the service to nudify an image or video.","actor=Person owning or controlling a website, application, software, program, or other service;actor_class=PRIVATE_OR_PUBLIC_SERVICE_CONTROLLER;enforcement=Attorney General and private civil action;consequence=Civil remedies and civil penalty;exception=Subdivision 3","ARCHITECTURAL","Deterministic applicability state: ARCHITECTURAL.","EXE-002;HUM-002;PRO-002","RA-EVD-003;RA-EVD-008","EXECUTION_DENIAL;GOVERNED_STAGE_SEPARATION","Partially Addressed","PARTIALLY_ADDRESSED","Public ORYNTH evidence addresses material parts of the architectural requirement, but additional functionality or evidence remains necessary.","The provisional verdict survived all eight attacks.","Does not assign statutory actors.;Does not define every domain prohibition.","MEDIUM","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
"MN-HF1606-REQ-002","","","MN-HF-1606","Minnesota HF 1606 / Chapter 72","","","","","Must not nudify an image or video on behalf of a user.","Must not nudify an image or video on behalf of a user.","actor=Person owning or controlling a website, application, software, program, or other service;actor_class=PRIVATE_OR_PUBLIC_SERVICE_CONTROLLER;enforcement=Attorney General and private civil action;consequence=Civil remedies and civil penalty;exception=Subdivision 3","ARCHITECTURAL","Preventing a covered service from performing prohibited nudification is an architecturally enforceable execution-denial requirement. No qualifying public ORYNTH evidence currently demonstrates nudification-specific detection, classification, or execution blocking.","HUM-002;PRO-001","","","Gap","GAP","The requirement is architecturally relevant, but no qualifying public ORYNTH evidence currently addresses it.","Preventing a covered service from performing prohibited nudification is an architecturally enforceable execution-denial requirement. No qualifying public ORYNTH evidence currently demonstrates nudification-specific detection, classification, or execution blocking.","Domain-specific content classification, prohibited-function detection, execution denial, exception handling, and implementation evidence are required.","LOW","NOT_ASSESSED","TRUE","05A-R5B-V1","1.0.0","PUBLIC_PROOF_REFERENCE_CANDIDATE"
